WARD93_ID,WARDS,DATASET,OSNI_SCALE,LGD,AREA_SQKMS,AREA_SQM,PERIM_M,PERIM_KM,OBJECTID
101,ALDERGROVE,WARDS 1993,1:50000,Antrim,156.692306332,156692306.332,65404.5739289,65.4045739289,1
102,BALLOO,WARDS 1993,1:50000,Antrim,5.14036241531,5140362.41531,10542.4278381,10.5424278381,2
103,BALLYCRAIGY,WARDS 1993,1:50000,Antrim,0.57411205117,574112.05117,3245.63360193,3.24563360193,3
104,CLADY,WARDS 1993,1:50000,Antrim,80.2766756887,80276675.6887,56926.0107949,56.9260107949,4
105,CRANFIELD,WARDS 1993,1:50000,Antrim,55.1790490015,55179049.0015,40133.2832949,40.1332832949,5
106,CRUMLIN,WARDS 1993,1:50000,Antrim,14.7102828485,14710282.8485,20304.613481,20.304613481,6
107,DRUMANAWAY,WARDS 1993,1:50000,Antrim,23.5954500501,23595450.0501,27960.4306274,27.9604306274,7
108,FOUNTAIN HILL,WARDS 1993,1:50000,Antrim,0.868752218335,868752.218335,5122.39693025,5.12239693025,8
109,GREYSTONE,WARDS 1993,1:50000,Antrim,0.553536526838,553536.526838,3987.70627592,3.98770627592,9
110,MASSEREENE,WARDS 1993,1:50000,Antrim,5.22717402172,5227174.02172,16824.6751461,16.8246751461,10
112,RANDALSTOWN,WARDS 1993,1:50000,Antrim,23.0687154771,23068715.4771,23502.1584714,23.5021584714,11
114,SPRINGFARM,WARDS 1993,1:50000,Antrim,4.16735359993,4167353.59993,9370.13042959,9.37013042959,12
115,STEEPLE,WARDS 1993,1:50000,Antrim,0.432789373201,432789.373201,2829.94253471,2.82994253471,13
116,STILES,WARDS 1993,1:50000,Antrim,0.554803180868,554803.180868,3209.95152488,3.20995152488,14
118,TEMPLEPATRICK,WARDS 1993,1:50000,Antrim,20.2783150129,20278315.0129,26239.7862456,26.2397862456,15
119,TOOME,WARDS 1993,1:50000,Antrim,64.9846902688,64984690.2688,42444.1633265,42.4441633265,16
121,FARRANSHANE,WARDS 1993,1:50000,Antrim,4.19488043739,4194880.43739,10338.469036,10.338469036,17
122,PARKGATE,WARDS 1993,1:50000,Antrim,65.1413246039,65141324.6039,41798.3551014,41.7983551014,18
123,SHILVODAN,WARDS 1993,1:50000,Antrim,52.2959062808,52295906.2808,44742.3345143,44.7423345143,19
201,BALLYGOWAN,WARDS 1993,1:50000,Ards,15.6433107415,15643310.7415,20820.3717477,20.8203717477,20
202,BALLYWALTER,WARDS 1993,1:50000,Ards,48.864797218,48864797.218,35176.2107273,35.1762107273,21
203,BRADSHAW'S BRAE,WARDS 1993,1:50000,Ards,10.3383936408,10338393.6408,18517.1851573,18.5171851573,22
204,CENTRAL,WARDS 1993,1:50000,Ards,2.73511676818,2735116.76818,8220.73073925,8.22073073925,23
205,COMBER NORTH,WARDS 1993,1:50000,Ards,3.62052210594,3620522.10594,8680.17740536,8.68017740536,24
207,COMBER WEST,WARDS 1993,1:50000,Ards,6.5531800225,6553180.0225,12825.1271078,12.8251271078,25
208,DONAGHADEE NORTH,WARDS 1993,1:50000,Ards,16.9196541248,16919654.1248,32877.0146241,32.8770146241,26
209,DONAGHADEE SOUTH,WARDS 1993,1:50000,Ards,1.89202771432,1892027.71432,8210.53125821,8.21053125821,27
210,GLEN,WARDS 1993,1:50000,Ards,4.60214212793,4602142.12793,11026.828659,11.026828659,28
211,KILLINCHY,WARDS 1993,1:50000,Ards,70.2399912518,70239991.2518,44964.9524574,44.9649524574,29
212,KIRCUBBIN,WARDS 1993,1:50000,Ards,64.486975547,64486975.547,41003.2003027,41.0032003027,30
213,LOUGHRIES,WARDS 1993,1:50000,Ards,20.5019272685,20501927.2685,27809.0972967,27.8090972967,31
214,MILLISLE,WARDS 1993,1:50000,Ards,15.1731125146,15173112.5146,20592.1762766,20.5921762766,32
215,MOVILLA,WARDS 1993,1:50000,Ards,1.44111611151,1441116.11151,5758.07237368,5.75807237368,33
216,PORTAFERRY,WARDS 1993,1:50000,Ards,36.5041731007,36504173.1007,37581.870851,37.581870851,34
217,PORTAVOGIE,WARDS 1993,1:50000,Ards,23.103620335,23103620.335,24509.0898947,24.5090898947,35
218,SCRABO,WARDS 1993,1:50000,Ards,7.71586370903,7715863.70903,15573.7304101,15.5737304101,36
220,WHITESPOTS,WARDS 1993,1:50000,Ards,2.6662595313,2666259.5313,8451.37029176,8.45137029176,37
222,BALLYRAINEY,WARDS 1993,1:50000,Ards,10.1710072606,10171007.2606,19989.2963849,19.9892963849,38
223,CARROWDORE,WARDS 1993,1:50000,Ards,63.3732241045,63373224.1045,46340.7429991,46.3407429991,39
224,COMBER EAST,WARDS 1993,1:50000,Ards,13.3966746687,13396674.6687,19958.2827621,19.9582827621,40
225,GREGSTOWN,WARDS 1993,1:50000,Ards,3.92922224021,3929222.24021,9724.07854174,9.72407854174,41
226,LISBANE,WARDS 1993,1:50000,Ards,42.6108806671,42610880.6671,39442.9496589,39.4429496589,42
301,ABBEY PARK,WARDS 1993,1:50000,Armagh,3.47543217683,3475432.17683,11454.3601946,11.4543601946,43
302,BALLYMARTRIM,WARDS 1993,1:50000,Armagh,61.3666129887,61366612.9887,47051.389865,47.051389865,44
303,CALLAN BRIDGE,WARDS 1993,1:50000,Armagh,1.36186476633,1361864.76633,7252.38925175,7.25238925175,45
304,CARRIGATUKE,WARDS 1993,1:50000,Armagh,62.7251851993,62725185.1993,41966.74236,41.96674236,46
305,CHARLEMONT,WARDS 1993,1:50000,Armagh,34.4710534991,34471053.4991,28745.8629563,28.7458629563,47
306,DEMESNE,WARDS 1993,1:50000,Armagh,3.36313446986,3363134.46986,9354.39298118,9.35439298118,48
307,DERRYNOOSE,WARDS 1993,1:50000,Armagh,69.9566271136,69956627.1136,49272.3186856,49.2723186856,49
308,DOWNS,WARDS 1993,1:50000,Armagh,1.54498000106,1544980.00106,7188.75505499,7.18875505499,50
309,HAMILTONSBAWN,WARDS 1993,1:50000,Armagh,54.7952974312,54795297.4312,49786.735134,49.786735134,51
310,HOCKLEY,WARDS 1993,1:50000,Armagh,41.9989225933,41998922.5933,44008.8324396,44.0088324396,52
311,KEADY,WARDS 1993,1:50000,Armagh,1.02484389952,1024843.89952,4918.20581829,4.91820581829,53
315,LOUGHGALL,WARDS 1993,1:50000,Armagh,32.807040453,32807040.453,30160.8534975,30.1608534975,54
321,TANDRAGEE,WARDS 1993,1:50000,Armagh,14.9634001445,14963400.1445,21964.0909897,21.9640909897,55
401,AHOGHILL,WARDS 1993,1:50000,Ballymena,11.2197643747,11219764.3747,18977.802776,18.977802776,56
402,ARDEEVIN,WARDS 1993,1:50000,Ballymena,3.46762327672,3467623.27672,10897.9733592,10.8979733592,57
403,BALLEE,WARDS 1993,1:50000,Ballymena,1.4781161355,1478116.1355,4859.92842791,4.85992842791,58
404,BALLYKEEL,WARDS 1993,1:50000,Ballymena,1.0908203511,1090820.3511,5500.62190868,5.50062190868,59
405,BALLYLOUGHAN,WARDS 1993,1:50000,Ballymena,0.9499767462,949976.7462,4447.0612628,4.4470612628,60
406,BROUGHSHANE,WARDS 1993,1:50000,Ballymena,11.999070612,11999070.612,21502.797365,21.502797365,61
407,CASTLE DEMESNE,WARDS 1993,1:50000,Ballymena,1.14700590181,1147005.90181,5141.18098418,5.14118098418,62
408,CRAIGYWARREN,WARDS 1993,1:50000,Ballymena,60.4712794626,60471279.4626,43735.1764088,43.7351764088,63
409,CULLYBACKEY,WARDS 1993,1:50000,Ballymena,4.84102822122,4841028.22122,12183.8736665,12.1838736665,64
410,DUNCLUG,WARDS 1993,1:50000,Ballymena,0.688847871423,688847.871423,3700.06892718,3.70006892718,65
411,DUNMINNING,WARDS 1993,1:50000,Ballymena,52.6588857617,52658885.7617,52980.7304442,52.9807304442,66
412,FAIR GREEN,WARDS 1993,1:50000,Ballymena,0.659127321485,659127.321485,4145.41935299,4.14541935299,67
413,GALGORM,WARDS 1993,1:50000,Ballymena,10.0260291625,10026029.1625,18744.552564,18.744552564,68
414,GLENRAVEL,WARDS 1993,1:50000,Ballymena,89.8341372997,89834137.2997,49611.5501848,49.6115501848,69
415,GLENWHIRRY,WARDS 1993,1:50000,Ballymena,115.759096244,115759096.244,71132.7534739,71.1327534739,70
416,GRANGE,WARDS 1993,1:50000,Ballymena,60.3534338629,60353433.8629,45020.8373118,45.0208373118,71
417,HARRYVILLE,WARDS 1993,1:50000,Ballymena,2.87287647082,2872876.47082,10288.4829924,10.2884829924,72
418,KELLS,WARDS 1993,1:50000,Ballymena,21.795638296,21795638.296,31133.3643481,31.1333643481,73
419,MOAT,WARDS 1993,1:50000,Ballymena,0.447104252094,447104.252094,4282.63765451,4.28263765451,74
420,PARK,WARDS 1993,1:50000,Ballymena,0.965206706823,965206.706823,5694.20799059,5.69420799059,75
421,PORTGLENONE,WARDS 1993,1:50000,Ballymena,39.4587033112,39458703.3112,34571.7689877,34.5717689877,76
422,SLEMISH,WARDS 1993,1:50000,Ballymena,135.945182368,135945182.368,69264.8319852,69.2648319852,77
423,SUMMERFIELD,WARDS 1993,1:50000,Ballymena,1.59417506117,1594175.06117,7074.37585867,7.07437585867,78
425,ACADEMY,WARDS 1993,1:50000,Ballymena,2.2290679662,2229067.9662,7571.86113201,7.57186113201,79
501,BALLYHOE AND CORKEY,WARDS 1993,1:50000,Ballymoney,81.5516700361,81551670.0361,44931.847518,44.931847518,80
502,BENVARDIN,WARDS 1993,1:50000,Ballymoney,35.937843668,35937843.668,35856.0822778,35.8560822778,81
503,CARNANY,WARDS 1993,1:50000,Ballymoney,0.8594114008,859411.4008,5370.98749232,5.37098749232,82
504,CLOGH MILLS,WARDS 1993,1:50000,Ballymoney,24.2698705016,24269870.5016,27698.7065288,27.6987065288,83
505,DERVOCK,WARDS 1993,1:50000,Ballymoney,38.8581612728,38858161.2728,41319.9712183,41.3199712183,84
506,DUNLOY,WARDS 1993,1:50000,Ballymoney,22.3436282958,22343628.2958,26302.3326486,26.3023326486,85
507,FAIRHILL,WARDS 1993,1:50000,Ballymoney,2.2395184438,2239518.4438,8010.88267149,8.01088267149,86
508,GLEBE,WARDS 1993,1:50000,Ballymoney,0.954361527793,954361.527793,6093.67406162,6.09367406162,87
509,KILLOQUIN LOWER,WARDS 1993,1:50000,Ballymoney,40.1444733291,40144473.3291,36183.8102187,36.1838102187,88
510,KILLOQUIN UPPER,WARDS 1993,1:50000,Ballymoney,24.2926917555,24292691.7555,25990.4461897,25.9904461897,89
511,KNOCKAHOLET,WARDS 1993,1:50000,Ballymoney,49.8581180968,49858118.0968,40770.8344323,40.7708344323,90
512,NEWHILL,WARDS 1993,1:50000,Ballymoney,0.636905392688,636905.392688,4034.01069741,4.03401069741,91
513,ROUTE,WARDS 1993,1:50000,Ballymoney,2.65487927175,2654879.27175,7453.66410815,7.45366410815,92
514,SEACON,WARDS 1993,1:50000,Ballymoney,18.9913635142,18991363.5142,25178.7975977,25.1787975977,93
515,STRANOCUM,WARDS 1993,1:50000,Ballymoney,40.0567298429,40056729.8429,33049.3736927,33.0493736927,94
516,THE VOW,WARDS 1993,1:50000,Ballymoney,34.9040881371,34904088.1371,38952.7594355,38.9527594355,95
605,DROMORE NORTH,WARDS 1993,1:50000,Banbridge,3.48052006891,3480520.06891,10572.0553821,10.5720553821,96
606,DROMORE SOUTH,WARDS 1993,1:50000,Banbridge,12.0602772786,12060277.2786,17833.405751,17.833405751,97
610,GILFORD,WARDS 1993,1:50000,Banbridge,15.4626800314,15462680.0314,20510.5148997,20.5105148997,98
612,LAWRENCETOWN,WARDS 1993,1:50000,Banbridge,27.6454259986,27645425.9986,34320.5277622,34.3205277622,99
614,QUILLY,WARDS 1993,1:50000,Banbridge,48.5320709397,48532070.9397,42546.7582425,42.5467582425,100
618,GRANSHA,WARDS 1993,1:50000,Banbridge,51.4917459549,51491745.9549,38850.3269204,38.8503269204,101
701,ANDERSONSTOWN,WARDS 1993,1:50000,Belfast,1.02544743697,1025447.43697,5601.43095049,5.60143095049,102
702,ARDOYNE,WARDS 1993,1:50000,Belfast,0.592323553821,592323.553821,3416.37161642,3.41637161642,103
703,BALLYHACKAMORE,WARDS 1993,1:50000,Belfast,1.13755535963,1137555.35963,4984.14679022,4.98414679022,104
704,BALLYMACARRETT,WARDS 1993,1:50000,Belfast,0.752366175934,752366.175934,4521.19784186,4.52119784186,105
705,BALLYNAFEIGH,WARDS 1993,1:50000,Belfast,0.65111546668,651115.46668,3895.91353151,3.89591353151,106
706,BALLYSILLAN,WARDS 1993,1:50000,Belfast,1.12344882724,1123448.82724,5405.06768422,5.40506768422,107
707,BEECHMOUNT,WARDS 1993,1:50000,Belfast,0.832626866852,832626.866852,5413.82657537,5.41382657537,108
708,BELLEVUE,WARDS 1993,1:50000,Belfast,2.8708417045,2870841.7045,9280.26410857,9.28026410857,109
709,BELMONT,WARDS 1993,1:50000,Belfast,1.79326616225,1793266.16225,7304.30753446,7.30430753446,110
710,BLACKSTAFF,WARDS 1993,1:50000,Belfast,1.93384946561,1933849.46561,7138.81931318,7.13881931318,111
711,BLOOMFIELD,WARDS 1993,1:50000,Belfast,0.766052941913,766052.941913,3563.65950645,3.56365950645,112
712,BOTANIC,WARDS 1993,1:50000,Belfast,1.31650073349,1316500.73349,5446.46467003,5.44646467003,113
713,CASTLEVIEW,WARDS 1993,1:50000,Belfast,1.46004328042,1460043.28042,5583.66885075,5.58366885075,114
714,CAVEHILL,WARDS 1993,1:50000,Belfast,3.3908303793,3390830.3793,9880.05174645,9.88005174645,115
715,CHERRYVALLEY,WARDS 1993,1:50000,Belfast,1.99035455704,1990354.55704,9420.14385089,9.42014385089,116
910,GILNAHIRK,WARDS 1993,1:50000,Castlereagh,0.812023548101,812023.548101,4537.75649365,4.53775649365,117
716,CHICHESTER PARK,WARDS 1993,1:50000,Belfast,0.972844293169,972844.293169,5616.28329077,5.61628329077,118
717,CLIFTONVILLE,WARDS 1993,1:50000,Belfast,1.19297350283,1192973.50283,5606.07495599,5.60607495599,119
718,CLONARD,WARDS 1993,1:50000,Belfast,0.65591220282,655912.20282,5409.93127416,5.40993127416,120
719,CRUMLIN,WARDS 1993,1:50000,Belfast,0.859123344853,859123.344853,3968.33340778,3.96833340778,121
720,DUNCAIRN,WARDS 1993,1:50000,Belfast,9.23932270973,9239322.70973,16258.2864074,16.2582864074,122
721,FALLS,WARDS 1993,1:50000,Belfast,1.15473880177,1154738.80177,6334.7677282,6.3347677282,123
722,FALLS PARK,WARDS 1993,1:50000,Belfast,2.36761920339,2367619.20339,7695.55123064,7.69555123064,124
723,FINAGHY,WARDS 1993,1:50000,Belfast,2.60838997686,2608389.97686,7252.46985549,7.25246985549,125
724,FORTWILLIAM,WARDS 1993,1:50000,Belfast,1.03309471052,1033094.71052,5229.76698957,5.22976698957,126
725,GLEN ROAD,WARDS 1993,1:50000,Belfast,1.59504356487,1595043.56487,6403.98163605,6.40398163605,127
726,GLENCAIRN,WARDS 1993,1:50000,Belfast,3.96374148149,3963741.48149,11009.4353063,11.0094353063,128
727,GLENCOLIN,WARDS 1993,1:50000,Belfast,9.50108566651,9501085.66651,14834.504867,14.834504867,129
728,HIGHFIELD,WARDS 1993,1:50000,Belfast,2.64009300436,2640093.00436,8491.44243902,8.49144243902,130
729,ISLAND,WARDS 1993,1:50000,Belfast,3.75599100858,3755991.00858,11330.4252446,11.3304252446,131
730,KNOCK,WARDS 1993,1:50000,Belfast,1.18989133709,1189891.33709,5869.22812525,5.86922812525,132
731,LADYBROOK,WARDS 1993,1:50000,Belfast,1.3656306568,1365630.6568,6897.34099984,6.89734099984,133
732,LEGONIEL,WARDS 1993,1:50000,Belfast,8.83710710974,8837107.10974,15287.805668,15.287805668,134
733,MALONE,WARDS 1993,1:50000,Belfast,2.19720778989,2197207.78989,6386.10585456,6.38610585456,135
734,NEW LODGE,WARDS 1993,1:50000,Belfast,0.722277202152,722277.202152,3891.88984912,3.89188984912,136
735,ORANGEFIELD,WARDS 1993,1:50000,Belfast,1.41012536348,1410125.36348,5782.07465276,5.78207465276,137
736,RAVENHILL,WARDS 1993,1:50000,Belfast,1.89690857521,1896908.57521,6499.22829865,6.49922829865,138
737,ROSETTA,WARDS 1993,1:50000,Belfast,1.69344710464,1693447.10464,7059.87153532,7.05987153532,139
738,SHAFTESBURY,WARDS 1993,1:50000,Belfast,2.22093987695,2220939.87695,6765.75699054,6.76575699054,140
739,SHANKILL,WARDS 1993,1:50000,Belfast,0.91151406832,911514.06832,6124.12602734,6.12412602734,141
741,STORMONT,WARDS 1993,1:50000,Belfast,7.05541807455,7055418.07455,13881.5283704,13.8815283704,142
742,STRANMILLIS,WARDS 1993,1:50000,Belfast,2.45108320933,2451083.20933,8056.2210343,8.0562210343,143
743,SYDENHAM,WARDS 1993,1:50000,Belfast,6.19110193698,6191101.93698,10871.5340795,10.8715340795,144
744,THE MOUNT,WARDS 1993,1:50000,Belfast,0.737953655113,737953.655113,4289.98384117,4.28998384117,145
745,UPPER MALONE,WARDS 1993,1:50000,Belfast,4.3376748623,4337674.8623,14447.8437989,14.4478437989,146
746,UPPER SPRINGFIELD,WARDS 1993,1:50000,Belfast,2.57234460251,2572344.60251,9329.66473345,9.32966473345,147
747,WATER WORKS,WARDS 1993,1:50000,Belfast,1.26735199407,1267351.99407,6588.16933798,6.58816933798,148
748,WHITEROCK,WARDS 1993,1:50000,Belfast,0.767068341184,767068.341184,4094.47354644,4.09447354644,149
749,WINDSOR,WARDS 1993,1:50000,Belfast,0.940525341391,940525.341391,4668.48981621,4.66848981621,150
750,WOODSTOCK,WARDS 1993,1:50000,Belfast,0.563207757026,563207.757026,3663.89599524,3.66389599524,151
751,WOODVALE,WARDS 1993,1:50000,Belfast,0.600527383408,600527.383408,3598.44004622,3.59844004622,152
753,MUSGRAVE,WARDS 1993,1:50000,Belfast,1.79557693723,1795576.93723,6847.02727048,6.84702727048,153
801,BLACKHEAD,WARDS 1993,1:50000,Carrickfergus,2.39791772236,2397917.72236,9105.23632283,9.10523632283,154
802,BONEYBEFORE,WARDS 1993,1:50000,Carrickfergus,0.593321061107,593321.061107,3801.60236102,3.80160236102,155
803,CLIPPERSTOWN,WARDS 1993,1:50000,Carrickfergus,0.489802178417,489802.178417,3156.51858327,3.15651858327,156
804,EDEN,WARDS 1993,1:50000,Carrickfergus,21.5410941153,21541094.1153,26554.0127472,26.5540127472,157
805,GORTALEE,WARDS 1993,1:50000,Carrickfergus,0.32949708646,329497.08646,3383.55392795,3.38355392795,158
806,GREENISLAND,WARDS 1993,1:50000,Carrickfergus,4.60088769409,4600887.69409,13637.427193,13.637427193,159
807,KILLYCROT,WARDS 1993,1:50000,Carrickfergus,1.11012590841,1110125.90841,8029.78495641,8.02978495641,160
808,KNOCKAGH,WARDS 1993,1:50000,Carrickfergus,3.22473824448,3224738.24448,8683.99248616,8.68399248616,161
809,LOVE LANE,WARDS 1993,1:50000,Carrickfergus,0.807317668857,807317.668857,4670.24407808,4.67024407808,162
810,MILEBUSH,WARDS 1993,1:50000,Carrickfergus,0.403919380701,403919.380701,3162.014063,3.162014063,163
811,NORTHLAND,WARDS 1993,1:50000,Carrickfergus,0.18126619333,181266.19333,1902.34785294,1.90234785294,164
812,SUNNYLANDS,WARDS 1993,1:50000,Carrickfergus,0.327204504423,327204.504423,2874.79439564,2.87479439564,165
813,VICTORIA,WARDS 1993,1:50000,Carrickfergus,1.12639657841,1126396.57841,6190.64613896,6.19064613896,166
814,WHITEHEAD,WARDS 1993,1:50000,Carrickfergus,6.5170327158,6517032.7158,11540.2908058,11.5402908058,167
815,WOODBURN,WARDS 1993,1:50000,Carrickfergus,36.2196477693,36219647.7693,31375.7865188,31.3757865188,168
817,BLUEFIELD,WARDS 1993,1:50000,Carrickfergus,0.923095766923,923095.766923,5283.82480847,5.28382480847,169
818,BURLEIGH HILL,WARDS 1993,1:50000,Carrickfergus,1.14580703417,1145807.03417,5473.13717587,5.47313717587,170
901,BALLYHANWOOD,WARDS 1993,1:50000,Castlereagh,10.5565263189,10556526.3189,15913.2094743,15.9132094743,171
902,BEECHILL,WARDS 1993,1:50000,Castlereagh,3.92015658574,3920156.58574,10641.9003806,10.6419003806,172
903,CARROWREAGH,WARDS 1993,1:50000,Castlereagh,7.5584258975,7558425.8975,15518.3917176,15.5183917176,173
905,CREGAGH,WARDS 1993,1:50000,Castlereagh,0.310271358683,310271.358683,2583.18410703,2.58318410703,174
906,DOWNSHIRE,WARDS 1993,1:50000,Castlereagh,0.430315437757,430315.437757,3339.12747908,3.33912747908,175
907,DUNDONALD,WARDS 1993,1:50000,Castlereagh,2.15791456448,2157914.56448,8726.63704478,8.72663704478,176
908,ENLER,WARDS 1993,1:50000,Castlereagh,0.510318470948,510318.470948,3708.15047604,3.70815047604,177
911,GRAHAM'S BRIDGE,WARDS 1993,1:50000,Castlereagh,0.885528971277,885528.971277,5752.84788145,5.75284788145,178
912,HILLFOOT,WARDS 1993,1:50000,Castlereagh,1.52470464959,1524704.64959,6547.40398523,6.54740398523,179
913,KNOCKBRACKEN,WARDS 1993,1:50000,Castlereagh,1.04620520156,1046205.20156,4792.30141689,4.79230141689,180
914,LISNASHARRAGH,WARDS 1993,1:50000,Castlereagh,0.96340381519,963403.81519,5077.55753094,5.07755753094,181
915,LOWER BRANIEL,WARDS 1993,1:50000,Castlereagh,0.868268471264,868268.471264,5317.57058151,5.31757058151,182
916,MINNOWBURN,WARDS 1993,1:50000,Castlereagh,1.44050371227,1440503.71227,7727.27153165,7.72727153165,183
917,MONEYREAGH,WARDS 1993,1:50000,Castlereagh,36.2470069358,36247006.9358,35761.203181,35.761203181,184
918,NEWTOWNBREDA,WARDS 1993,1:50000,Castlereagh,1.69173503918,1691735.03918,8054.66868557,8.05466868557,185
919,TULLYCARNET,WARDS 1993,1:50000,Castlereagh,0.499229875872,499229.875872,3450.62777879,3.45062777879,186
920,UPPER BRANIEL,WARDS 1993,1:50000,Castlereagh,2.8313510121,2831351.0121,7432.70800866,7.43270800866,187
921,WYNCHURCH,WARDS 1993,1:50000,Castlereagh,0.478755957576,478755.957576,3458.61011471,3.45861011471,188
923,CAIRNSHILL,WARDS 1993,1:50000,Castlereagh,0.956430683006,956430.683006,5815.96010119,5.81596010119,189
924,CARRYDUFF EAST,WARDS 1993,1:50000,Castlereagh,4.06869541961,4068695.41961,14194.8712857,14.1948712857,190
925,CARRYDUFF WEST,WARDS 1993,1:50000,Castlereagh,4.22387774324,4223877.74324,12783.0313337,12.7830313337,191
926,GALWALLY,WARDS 1993,1:50000,Castlereagh,1.02253329575,1022533.29575,4462.14142497,4.46214142497,192
1001,AGIVEY,WARDS 1993,1:50000,Coleraine,67.1639353261,67163935.3261,56328.0503087,56.3280503087,193
1002,ATLANTIC,WARDS 1993,1:50000,Coleraine,4.56071061856,4560710.61856,13481.5317546,13.4815317546,194
1003,BALLYSALLY,WARDS 1993,1:50000,Coleraine,0.920312564986,920312.564986,4539.55141602,4.53955141602,195
