WARD93_ID,WARDS,DATASET,OSNI_SCALE,LGD,AREA_SQKMS,AREA_SQM,PERIM_M,PERIM_KM,OBJECTID
2006,KNOCKCLOGHRIM,WARDS 1993,1:50000,Magherafelt,41.2450636073,41245063.6073,43259.5640919,43.2595640919,391
2007,LECUMPHER,WARDS 1993,1:50000,Magherafelt,66.0935623155,66093562.3155,43071.0271102,43.0710271102,392
2008,LOWER GLENSHANE,WARDS 1993,1:50000,Magherafelt,82.0771874709,82077187.4709,54024.3456493,54.0243456493,393
2009,MAGHERA,WARDS 1993,1:50000,Magherafelt,1.95728752032,1957287.52032,7510.20348374,7.51020348374,394
2010,SWATRAGH,WARDS 1993,1:50000,Magherafelt,68.8758488187,68875848.8187,47721.6069844,47.7216069844,395
2011,TOBERMORE,WARDS 1993,1:50000,Magherafelt,60.4580744651,60458074.4651,49775.2986454,49.7752986454,396
2012,TOWN PARKS EAST,WARDS 1993,1:50000,Magherafelt,1.15893797055,1158937.97055,5882.22521988,5.88222521988,397
2013,TOWN PARKS WEST,WARDS 1993,1:50000,Magherafelt,1.62599941548,1625999.41548,7869.86888115,7.86986888115,398
2014,UPPERLANDS,WARDS 1993,1:50000,Magherafelt,37.3548229908,37354822.9908,36088.9904333,36.0889904333,399
2015,GLEBE,WARDS 1993,1:50000,Magherafelt,1.9985506281,1998550.6281,7964.3880332,7.9643880332,400
2016,VALLEY,WARDS 1993,1:50000,Magherafelt,36.6346380703,36634638.0703,32182.6756959,32.1826756959,401
2101,ARMOY,WARDS 1993,1:50000,Moyle,27.9587310226,27958731.0226,27731.6220301,27.7316220301,402
2102,BALLYLOUGH,WARDS 1993,1:50000,Moyle,12.5169425659,12516942.5659,18200.6396603,18.2006396603,403
2104,BUSHMILLS,WARDS 1993,1:50000,Moyle,8.50262065091,8502620.65091,22584.9465963,22.5849465963,404
2105,CARNMOON,WARDS 1993,1:50000,Moyle,30.8801784857,30880178.4857,32645.340129,32.645340129,405
2106,DALRIADA,WARDS 1993,1:50000,Moyle,0.832587070681,832587.070681,4443.25896924,4.44325896924,406
2103,BONAMARGY AND RATHLIN,WARDS 1993,1:50000,Moyle,16.669796725,16669796.725,38335.7035782,38.3357035782,407
2107,DUNSEVERICK,WARDS 1993,1:50000,Moyle,37.3894033793,37389403.3793,38488.0244052,38.4880244052,408
2108,GLENAAN,WARDS 1993,1:50000,Moyle,15.9383703724,15938370.3724,20888.3273736,20.8883273736,409
2109,GLENARIFF,WARDS 1993,1:50000,Moyle,53.0267639553,53026763.9553,40463.0481826,40.4630481826,410
2110,GLENDUN,WARDS 1993,1:50000,Moyle,89.1907124069,89190712.4069,44403.5480101,44.4035480101,411
2111,GLENSHESK,WARDS 1993,1:50000,Moyle,120.815341489,120815341.489,66219.4420245,66.2194420245,412
2112,GLENTAISIE,WARDS 1993,1:50000,Moyle,0.61982832339,619828.32339,4115.69808353,4.11569808353,413
2113,KINBANE,WARDS 1993,1:50000,Moyle,38.389693077,38389693.077,34533.9085574,34.5339085574,414
2114,KNOCKLAYD,WARDS 1993,1:50000,Moyle,1.64418992239,1644189.92239,6452.47997512,6.45247997512,415
2115,MOSS-SIDE AND MOYARGET,WARDS 1993,1:50000,Moyle,39.8864026996,39886402.6996,37040.2910199,37.0402910199,416
2301,ABBEY,WARDS 1993,1:50000,Newtownabbey,1.88238338194,1882383.38194,9279.68747188,9.27968747188,417
2302,BALLYCLARE NORTH,WARDS 1993,1:50000,Newtownabbey,1.78564238437,1785642.38437,7673.81375987,7.67381375987,418
2303,BALLYCLARE SOUTH,WARDS 1993,1:50000,Newtownabbey,1.77583499587,1775834.99587,7410.91736851,7.41091736851,419
2304,BALLYDUFF,WARDS 1993,1:50000,Newtownabbey,0.517961556676,517961.556676,3156.53298443,3.15653298443,420
2305,BALLYHENRY,WARDS 1993,1:50000,Newtownabbey,0.890684759091,890684.759091,5242.24144427,5.24224144427,421
2306,BALLYNURE,WARDS 1993,1:50000,Newtownabbey,45.4037771121,45403777.1121,46134.1746813,46.1341746813,422
2308,BURNTHILL,WARDS 1993,1:50000,Newtownabbey,0.478539498192,478539.498192,2994.81825147,2.99481825147,423
2309,CARNMONEY,WARDS 1993,1:50000,Newtownabbey,0.857471993791,857471.993791,5403.63142457,5.40363142457,424
2310,CLOUGHFERN,WARDS 1993,1:50000,Newtownabbey,3.29756188956,3297561.88956,8029.02035109,8.02902035109,425
2311,COLLINBRIDGE,WARDS 1993,1:50000,Newtownabbey,4.47827083738,4478270.83738,9320.55643994,9.32055643994,426
2312,COOLE,WARDS 1993,1:50000,Newtownabbey,0.491877833031,491877.833031,3004.03607782,3.00403607782,427
2313,DOAGH,WARDS 1993,1:50000,Newtownabbey,27.0601629208,27060162.9208,28957.8628241,28.9578628241,428
2314,DUNANNEY,WARDS 1993,1:50000,Newtownabbey,0.662261552259,662261.552259,3969.63369281,3.96963369281,429
2315,GLEBE,WARDS 1993,1:50000,Newtownabbey,0.879709578729,879709.578729,5173.88449207,5.17388449207,430
2316,GLENGORMLEY,WARDS 1993,1:50000,Newtownabbey,0.507265460469,507265.460469,4406.76569342,4.40676569342,431
2317,HAWTHORNE,WARDS 1993,1:50000,Newtownabbey,0.738902317512,738902.317512,4076.90288092,4.07690288092,432
2318,HIGHTOWN,WARDS 1993,1:50000,Newtownabbey,0.574471055535,574471.055535,3585.88558284,3.58588558284,433
2319,JORDANSTOWN,WARDS 1993,1:50000,Newtownabbey,1.8763797109,1876379.7109,8275.87322299,8.27587322299,434
2320,MALLUSK,WARDS 1993,1:50000,Newtownabbey,23.6381735693,23638173.5693,23299.9987434,23.2999987434,435
2321,MONKSTOWN,WARDS 1993,1:50000,Newtownabbey,1.44722272769,1447222.72769,5783.31966928,5.78331966928,436
2322,MOSSLEY,WARDS 1993,1:50000,Newtownabbey,1.43278783912,1432787.83912,5931.20670833,5.93120670833,437
2323,ROSTULLA,WARDS 1993,1:50000,Newtownabbey,1.94069636283,1940696.36283,6093.53573319,6.09353573319,438
2324,VALLEY,WARDS 1993,1:50000,Newtownabbey,1.90858136692,1908581.36692,8034.68594532,8.03468594532,439
2325,WHITEHOUSE,WARDS 1993,1:50000,Newtownabbey,0.715819725827,715819.725827,4015.3520185,4.0153520185,440
2327,BALLYROBERT,WARDS 1993,1:50000,Newtownabbey,25.4467001141,25446700.1141,26929.6415035,26.9296415035,441
2401,BALLYHOLME,WARDS 1993,1:50000,North Down,0.79049148141,790491.48141,5573.63490401,5.57363490401,442
2402,BALLYMACONNELL,WARDS 1993,1:50000,North Down,2.24888411959,2248884.11959,7246.14924351,7.24614924351,443
2403,BALLYMAGEE,WARDS 1993,1:50000,North Down,0.752933139791,752933.139791,4071.80553569,4.07180553569,444
2404,BANGOR CASTLE,WARDS 1993,1:50000,North Down,1.671070534,1671070.534,5709.40041998,5.70940041998,445
2406,BROADWAY,WARDS 1993,1:50000,North Down,1.12615581686,1126155.81686,4688.60515587,4.68860515587,446
2407,BRYANSBURN,WARDS 1993,1:50000,North Down,0.679181981777,679181.981777,4476.24443871,4.47624443871,447
2408,CHURCHILL,WARDS 1993,1:50000,North Down,0.807311566866,807311.566866,4908.01822016,4.90801822016,448
2409,CLANDEBOYE,WARDS 1993,1:50000,North Down,6.67150144085,6671501.44085,12384.6022086,12.3846022086,449
2410,CONLIG,WARDS 1993,1:50000,North Down,9.00970906172,9009709.06172,17106.4127774,17.1064127774,450
2411,CRAIGAVAD,WARDS 1993,1:50000,North Down,19.2746622935,19274662.2935,23301.1802788,23.3011802788,451
2412,CRAWFORDSBURN,WARDS 1993,1:50000,North Down,6.40427893537,6404278.93537,12991.4338323,12.9914338323,452
2413,CULTRA,WARDS 1993,1:50000,North Down,6.48728733607,6487287.33607,13406.017636,13.406017636,453
2414,DUFFERIN,WARDS 1993,1:50000,North Down,0.84134470801,841344.70801,4284.63932328,4.28463932328,454
2415,GROOMSPORT,WARDS 1993,1:50000,North Down,7.28335388141,7283353.88141,17163.5727036,17.1635727036,455
2416,HARBOUR,WARDS 1993,1:50000,North Down,0.714112183153,714112.183153,4986.99166356,4.98699166356,456
2417,HOLYWOOD DEMESNE,WARDS 1993,1:50000,North Down,1.80092152026,1800921.52026,8633.22378082,8.63322378082,457
2418,HOLYWOOD PRIORY,WARDS 1993,1:50000,North Down,4.50499782556,4504997.82556,11497.166601,11.497166601,458
2419,LOUGHVIEW,WARDS 1993,1:50000,North Down,3.38821155831,3388211.55831,11222.9704877,11.2229704877,459
2420,PRINCETOWN,WARDS 1993,1:50000,North Down,1.55793513987,1557935.13987,6270.42614245,6.27042614245,460
2421,RATHGAEL,WARDS 1993,1:50000,North Down,0.511379014026,511379.014026,3728.89777504,3.72889777504,461
2422,SILVERSTREAM,WARDS 1993,1:50000,North Down,0.542417373092,542417.373092,3075.6642505,3.0756642505,462
2423,SPRING HILL,WARDS 1993,1:50000,North Down,1.00735639709,1007356.39709,4621.91588809,4.62191588809,463
2424,WHITEHILL,WARDS 1993,1:50000,North Down,0.441439699003,441439.699003,3360.24599256,3.36024599256,464
2425,BLOOMFIELD,WARDS 1993,1:50000,North Down,1.45479279118,1454792.79118,5712.36273287,5.71236273287,465
2426,BALLYCROCHAN,WARDS 1993,1:50000,North Down,1.56879885593,1568798.85593,7022.55436437,7.02255436437,466
2501,BERAGH,WARDS 1993,1:50000,Omagh,60.9449730765,60944973.0765,46554.0231572,46.5540231572,467
2502,CAMOWEN,WARDS 1993,1:50000,Omagh,1.76336331137,1763363.31137,7600.66780062,7.60066780062,468
2503,CLANABOGAN,WARDS 1993,1:50000,Omagh,87.8074553126,87807455.3126,56927.762125,56.927762125,469
2504,COOLNAGARD,WARDS 1993,1:50000,Omagh,2.22834141155,2228341.41155,7412.72453407,7.41272453407,470
2505,DERGMONEY,WARDS 1993,1:50000,Omagh,1.39768649618,1397686.49618,6418.21990227,6.41821990227,471
2506,DROMORE,WARDS 1993,1:50000,Omagh,40.2725178616,40272517.8616,40555.3741065,40.5553741065,472
2507,DRUMNAKILLY,WARDS 1993,1:50000,Omagh,73.395346938,73395346.938,51886.0441644,51.8860441644,473
2508,DRUMQUIN,WARDS 1993,1:50000,Omagh,133.172947702,133172947.702,74318.0338891,74.3180338891,474
2509,DRUMRAGH,WARDS 1993,1:50000,Omagh,4.0547662388,4054766.2388,11401.1702885,11.4011702885,475
2510,FAIRY WATER,WARDS 1993,1:50000,Omagh,94.1345865856,94134586.5856,53212.9903071,53.2129903071,476
2511,FINTONA,WARDS 1993,1:50000,Omagh,38.7059758417,38705975.8417,36499.9134878,36.4999134878,477
2512,GORTIN,WARDS 1993,1:50000,Omagh,90.4281108225,90428110.8225,53549.6417082,53.5496417082,478
2513,GORTRUSH,WARDS 1993,1:50000,Omagh,2.3877716567,2387771.6567,8740.26916252,8.74026916252,479
2514,KILLYCLOGHER,WARDS 1993,1:50000,Omagh,2.17528267848,2175282.67848,8838.949216,8.838949216,480
2515,LISANELLY,WARDS 1993,1:50000,Omagh,1.82544247711,1825442.47711,8313.61017986,8.31361017986,481
2516,NEWTOWNSAVILLE,WARDS 1993,1:50000,Omagh,71.5376888405,71537688.8405,53422.8337484,53.4228337484,482
2517,OWENKILLEW,WARDS 1993,1:50000,Omagh,174.980646326,174980646.326,64363.8712382,64.3638712382,483
2518,SIXMILECROSS,WARDS 1993,1:50000,Omagh,78.5676855808,78567685.5808,55168.7360219,55.1687360219,484
2519,STRULE,WARDS 1993,1:50000,Omagh,1.72709139491,1727091.39491,8422.13229445,8.42213229445,485
2520,TERMON,WARDS 1993,1:50000,Omagh,84.4507761161,84450776.1161,53290.7226658,53.2907226658,486
2521,TRILLICK,WARDS 1993,1:50000,Omagh,83.9386459503,83938645.9503,49234.1580133,49.2341580133,487
2601,ARTIGARVAN,WARDS 1993,1:50000,Strabane,46.8139041854,46813904.1854,37104.4514717,37.1044514717,488
2606,FINN,WARDS 1993,1:50000,Strabane,38.1141254773,38114125.4773,41892.9964509,41.8929964509,489
2602,CASTLEDERG,WARDS 1993,1:50000,Strabane,5.44337234161,5443372.34161,14163.3337694,14.1633337694,490
2603,CLARE,WARDS 1993,1:50000,Strabane,89.6552907602,89655290.7602,58423.5103226,58.4235103226,491
2604,DUNNAMANAGH,WARDS 1993,1:50000,Strabane,94.3446822584,94344682.2584,60759.1039476,60.7591039476,492
2605,EAST,WARDS 1993,1:50000,Strabane,0.861029782134,861029.782134,5651.99390819,5.65199390819,493
2607,GLENDERG,WARDS 1993,1:50000,Strabane,170.941702358,170941702.358,76293.968323,76.293968323,494
2608,NEWTOWNSTEWART,WARDS 1993,1:50000,Strabane,47.550442069,47550442.069,36365.2878274,36.3652878274,495
2609,NORTH,WARDS 1993,1:50000,Strabane,4.78518779897,4785187.79897,10539.8881425,10.5398881425,496
2610,PLUMBRIDGE,WARDS 1993,1:50000,Strabane,205.020740705,205020740.705,97797.543802,97.797543802,497
2611,SION MILLS,WARDS 1993,1:50000,Strabane,6.94579534393,6945795.34393,16941.9237406,16.9419237406,498
2612,SLIEVEKIRK,WARDS 1993,1:50000,Strabane,66.0694040459,66069404.0459,43477.4048665,43.4774048665,499
2613,SOUTH,WARDS 1993,1:50000,Strabane,1.6790993148,1679099.3148,6152.92684836,6.15292684836,500
2614,VICTORIA BRIDGE,WARDS 1993,1:50000,Strabane,81.5418748923,81541874.8923,55203.2552231,55.2032552231,501
2615,WEST,WARDS 1993,1:50000,Strabane,1.30785051675,1307850.51675,5874.82204594,5.87482204594,502
2617,BALLYCOLMAN,WARDS 1993,1:50000,Strabane,0.574459846621,574459.846621,3329.57416391,3.32957416391,503
312,KILLEEN,WARDS 1993,1:50000,Armagh,62.3773420072,62377342.0072,50766.777249,50.766777249,504
313,KILLYLEA,WARDS 1993,1:50000,Armagh,63.9914277966,63991427.7966,46881.0983752,46.8810983752,505
314,LAURELVALE,WARDS 1993,1:50000,Armagh,15.1500693787,15150069.3787,26679.072033,26.679072033,506
316,MARKETHILL,WARDS 1993,1:50000,Armagh,31.8075950677,31807595.0677,32229.1256939,32.2291256939,507
317,MILFORD,WARDS 1993,1:50000,Armagh,44.275304542,44275304.542,38285.536034,38.285536034,508
318,OBSERVATORY,WARDS 1993,1:50000,Armagh,4.13215290112,4132152.90112,10405.2285431,10.4052285431,509
319,POYNTZ PASS,WARDS 1993,1:50000,Armagh,59.455583907,59455583.907,43520.8294269,43.5208294269,510
320,RICH HILL,WARDS 1993,1:50000,Armagh,5.07697425312,5076974.25312,11803.1239561,11.8031239561,511
322,THE MALL,WARDS 1993,1:50000,Armagh,1.18555528374,1185555.28374,5584.14935101,5.58414935101,512
601,BALLYDOWN,WARDS 1993,1:50000,Banbridge,7.9455338238,7945533.8238,14942.5772809,14.9425772809,513
602,BANBRIDGE WEST,WARDS 1993,1:50000,Banbridge,1.31865024361,1318650.24361,5370.24277205,5.37024277205,514
603,BANNSIDE,WARDS 1993,1:50000,Banbridge,71.1935384766,71193538.4766,49112.7541991,49.1127541991,515
607,EDENDERRY,WARDS 1993,1:50000,Banbridge,0.935228029362,935228.029362,6040.91723851,6.04091723851,516
608,FORT,WARDS 1993,1:50000,Banbridge,1.22674913721,1226749.13721,6276.29780553,6.27629780553,517
611,KATESBRIDGE,WARDS 1993,1:50000,Banbridge,71.8742835598,71874283.5598,50797.9543467,50.7979543467,518
613,LOUGHBRICKLAND,WARDS 1993,1:50000,Banbridge,41.9493494934,41949349.4934,32528.6422259,32.5286422259,519
615,SEAPATRICK,WARDS 1993,1:50000,Banbridge,3.88838059473,3888380.59473,8885.37893715,8.88537893715,520
617,BALLYWARD,WARDS 1993,1:50000,Banbridge,86.5326634367,86532663.4367,59282.8762157,59.2828762157,521
619,RATHFRILAND,WARDS 1993,1:50000,Banbridge,6.18522483108,6185224.83108,12788.7811934,12.7887811934,522
620,THE CUT,WARDS 1993,1:50000,Banbridge,0.735834144157,735834.144157,5204.0610513,5.2040610513,523
1302,AUDLEYS ACRE,WARDS 1993,1:50000,Down,1.82757633228,1827576.33228,6570.33345861,6.57033345861,524
1305,CASTLEWELLAN,WARDS 1993,1:50000,Down,23.1215525917,23121552.5917,31170.5047004,31.1705047004,525
1306,CATHEDRAL,WARDS 1993,1:50000,Down,5.56987252857,5569872.52857,13760.9301713,13.7609301713,526
1309,DONARD,WARDS 1993,1:50000,Down,10.1187004829,10118700.4829,15028.4407555,15.0284407555,527
1311,DUNDRUM,WARDS 1993,1:50000,Down,24.1563635844,24156363.5844,26686.8355604,26.6868355604,528
1314,KILLOUGH,WARDS 1993,1:50000,Down,58.6964325892,58696432.5892,51478.6788696,51.4786788696,529
1317,MURLOUGH,WARDS 1993,1:50000,Down,12.1439693316,12143969.3316,21268.1557719,21.2681557719,530
1318,QUOILE,WARDS 1993,1:50000,Down,12.5051508763,12505150.8763,20614.2453114,20.6142453114,531
1320,SEAFORDE,WARDS 1993,1:50000,Down,73.2926052769,73292605.2769,52262.9624034,52.2629624034,532
1321,SHIMNA,WARDS 1993,1:50000,Down,1.34025328441,1340253.28441,6036.3624419,6.0363624419,533
1322,STRANGFORD,WARDS 1993,1:50000,Down,78.4195967114,78419596.7114,49562.6750346,49.5626750346,534
1323,TOLLYMORE,WARDS 1993,1:50000,Down,69.0637549549,69063754.9549,45457.9278037,45.4579278037,535
1325,BALLYMOTE,WARDS 1993,1:50000,Down,3.64649743885,3646497.43885,10288.1440914,10.2881440914,536
1504,"BOHO, CLEENISH and LETTERBREEN",WARDS 1993,1:50000,Fermanagh,139.861651316,139861651.316,78675.807488,78.675807488,537
1505,BROOKEBOROUGH,WARDS 1993,1:50000,Fermanagh,123.972197434,123972197.434,75021.6030818,75.0216030818,538
1506,CASTLECOOLE,WARDS 1993,1:50000,Fermanagh,6.83627947611,6836279.47611,15790.3297082,15.7903297082,539
1508,DERRYLIN,WARDS 1993,1:50000,Fermanagh,105.675481197,105675481.197,54069.1136179,54.0691136179,540
1509,DEVENISH,WARDS 1993,1:50000,Fermanagh,4.28749113599,4287491.13599,12067.035101,12.067035101,541
1510,DONAGH,WARDS 1993,1:50000,Fermanagh,109.234842667,109234842.667,64714.6801175,64.7146801175,542
1512,ERNE,WARDS 1993,1:50000,Fermanagh,6.47172529879,6471725.29879,14453.9792507,14.4539792507,543
1513,FLORENCE COURT AND KINAWLEY,WARDS 1993,1:50000,Fermanagh,163.885896908,163885896.908,76567.0202211,76.5670202211,544
1517,LISBELLAW,WARDS 1993,1:50000,Fermanagh,52.1479007184,52147900.7184,42360.9652336,42.3609652336,545
1518,LISNASKEA,WARDS 1993,1:50000,Fermanagh,5.5632138987,5563213.8987,11330.9419235,11.3309419235,546
1519,MAGUIRES BRIDGE,WARDS 1993,1:50000,Fermanagh,88.7217959849,88721795.9849,57190.2188778,57.1902188778,547
1520,NEWTOWNBUTLER,WARDS 1993,1:50000,Fermanagh,90.9022296094,90902229.6094,85367.5477202,85.3675477202,548
1521,ROSSLEA,WARDS 1993,1:50000,Fermanagh,95.4426566089,95442656.6089,53397.4526817,53.3974526817,549
1522,ROSSORRY,WARDS 1993,1:50000,Fermanagh,5.7503154419,5750315.4419,14824.8996139,14.8248996139,550
1527,PORTORA,WARDS 1993,1:50000,Fermanagh,4.14236228336,4142362.28336,14189.8962908,14.1898962908,551
2201,ANNALONG,WARDS 1993,1:50000,Newry and Mourne,38.5343929292,38534392.9292,28441.8354612,28.4418354612,552
2202,BALLYBOT,WARDS 1993,1:50000,Newry and Mourne,1.3555035383,1355503.5383,6116.6166388,6.1166166388,553
2204,BESSBROOK,WARDS 1993,1:50000,Newry and Mourne,6.24249150484,6242491.50484,13927.0410191,13.9270410191,554
2205,BINNIAN,WARDS 1993,1:50000,Newry and Mourne,65.6046540643,65604654.0643,44298.3708177,44.2983708177,555
2206,CAMLOUGH,WARDS 1993,1:50000,Newry and Mourne,38.4126815626,38412681.5626,41820.5184433,41.8205184433,556
2207,CLONALLAN,WARDS 1993,1:50000,Newry and Mourne,2.64223261452,2642232.61452,10130.797021,10.130797021,557
2208,CREGGAN,WARDS 1993,1:50000,Newry and Mourne,60.0091252683,60009125.2683,49519.0778444,49.5190778444,558
2209,CROSSMAGLEN,WARDS 1993,1:50000,Newry and Mourne,18.3459341543,18345934.1543,21871.1492755,21.8711492755,559
2210,DAISY HILL,WARDS 1993,1:50000,Newry and Mourne,1.50719002551,1507190.02551,6320.7401064,6.3207401064,560
2211,DERRYMORE,WARDS 1993,1:50000,Newry and Mourne,7.39088040624,7390880.40624,12763.4536916,12.7634536916,561
2213,DRUMALANE,WARDS 1993,1:50000,Newry and Mourne,2.0166313313,2016631.3313,7013.57466614,7.01357466614,562
2214,DRUMGULLION,WARDS 1993,1:50000,Newry and Mourne,1.50784706006,1507847.06006,7047.47901192,7.04747901192,563
2215,FATHOM,WARDS 1993,1:50000,Newry and Mourne,26.4583528746,26458352.8746,28335.036313,28.335036313,564
2216,FORKHILL,WARDS 1993,1:50000,Newry and Mourne,43.8678777358,43867877.7358,34747.2700481,34.7472700481,565
2217,KILKEEL CENTRAL,WARDS 1993,1:50000,Newry and Mourne,6.27890315905,6278903.15905,16282.8672209,16.2828672209,566
2218,KILKEEL SOUTH,WARDS 1993,1:50000,Newry and Mourne,4.50051698598,4500516.98598,11336.3762527,11.3363762527,567
2219,LISNACREE,WARDS 1993,1:50000,Newry and Mourne,79.5252683699,79525268.3699,47488.2935792,47.4882935792,568
2220,MAYOBRIDGE,WARDS 1993,1:50000,Newry and Mourne,54.7814107209,54781410.7209,39529.7845387,39.5297845387,569
2221,NEWTOWNHAMILTON,WARDS 1993,1:50000,Newry and Mourne,77.3169451847,77316945.1847,48023.5406235,48.0235406235,570
2222,DONAGHMORE,WARDS 1993,1:50000,Newry and Mourne,65.947447955,65947447.955,50961.2181959,50.9612181959,571
2223,ROSTREVOR,WARDS 1993,1:50000,Newry and Mourne,32.3352047174,32335204.7174,31589.0422311,31.5890422311,572
2224,SEAVIEW,WARDS 1993,1:50000,Newry and Mourne,1.28834198647,1288341.98647,5955.29699396,5.95529699396,573
2225,SILVER BRIDGE,WARDS 1993,1:50000,Newry and Mourne,56.718599823,56718599.823,44801.7586571,44.8017586571,574
2226,SPELGA,WARDS 1993,1:50000,Newry and Mourne,79.0314667381,79031466.7381,44677.2955077,44.6772955077,575
2227,ST MARY'S,WARDS 1993,1:50000,Newry and Mourne,1.98906319976,1989063.19976,6561.12971858,6.56112971858,576
2228,ST PATRICK'S,WARDS 1993,1:50000,Newry and Mourne,1.62285101599,1622851.01599,6204.6027477,6.2046027477,577
2229,TULLYHAPPY,WARDS 1993,1:50000,Newry and Mourne,64.9347068816,64934706.8816,48776.8994423,48.7768994423,578
2230,WINDSOR HILL,WARDS 1993,1:50000,Newry and Mourne,1.56523254955,1565232.54955,7824.5278727,7.8245278727,579
2232,BURREN AND KILBRONEY,WARDS 1993,1:50000,Newry and Mourne,46.5210418349,46521041.8349,41564.0655332,41.5640655332,580
2233,DERRYLECKAGH,WARDS 1993,1:50000,Newry and Mourne,14.9157981072,14915798.1072,23681.2161105,23.6812161105,581
1301,ARDGLASS,WARDS 1993,1:50000,Down,35.0246361357,35024636.1357,42309.9420632,42.3099420632,582
