FID,AREA,PERIMETER,INDEX_,INDEX_ID,TILE,TILENUM
1001,16466655.349197,16382.130865958,1244,549,0879,879
1002,16466672.264399,16382.141148919,1245,499,0878,878
1003,16466638.751759,16382.12314386,1246,449,0877,877
1004,16466650.502837,16382.130643862,1247,400,0876,876
1005,16454927.705731,16375.493539819,1123,1152,0395,395
1006,16443000.753343,16368.750833071,1002,134,0982,982
1007,16466630.208706,16382.120637964,1248,351,0875,875
1008,16445477.656518,16370.153535658,1003,1517,0684,684
1009,16454945.765301,16375.503448819,1124,1100,0394,394
1010,16466626.495803,16382.119261051,1249,303,0874,874
1011,16445473.910329,16370.150941272,1004,1489,0583,583
1012,16445482.650796,16370.155319216,1005,1456,0490,490
1013,16454931.337636,16375.494974056,1125,1047,0393,393
1014,16466633.078132,16382.123582889,1250,255,0873,873
1015,16466616.398766,16382.11439964,1251,212,0872,872
1016,16454963.768311,16375.511945224,1126,991,0392,392
1017,16445492.991248,16370.159251868,1006,1418,0405,405
1018,16445505.767007,16370.165440254,1007,1380,0328,328
1019,16454959.988209,16375.508381229,1127,933,0391,391
1020,16469059.520194,16383.488044314,1252,997,1010,1010
1021,16445511.358443,16370.16843266,1008,1337,0259,259
1022,16454955.472704,16375.50524183,1128,875,0390,390
1023,16454944.515388,16375.500224555,1129,818,0389,389
1024,16469066.72781,16383.491601242,1253,939,1009,1009
1025,16445507.330198,16370.165199961,1009,1292,0198,198
1026,16469038.053019,16383.475700317,1254,881,1008,1008
1027,16454951.987328,16375.505535837,1130,761,0388,388
1028,16454936.307104,16375.496759504,1131,706,0387,387
1029,16469035.020171,16383.474280118,1255,824,1007,1007
1030,16445527.143142,16370.175412157,1010,1246,0145,145
1031,16469019.833642,16383.466822871,1256,767,1006,1006
1032,16445526.958458,16370.173998317,1011,1200,0144,144
1033,16454945.913389,16375.502215101,1132,651,0386,386
1034,16469019.0551,16383.46769801,1257,712,1005,1005
1035,16445545.886004,16370.182299443,1012,1148,0143,143
1036,16454944.212904,16375.502452779,1133,597,0385,385
1037,16469032.492297,16383.474378336,1258,657,1004,1004
1038,16454908.144789,16375.484109515,1134,544,0384,384
1039,16445562.382131,16370.190368578,1013,1096,0142,142
1040,16445563.85741,16370.19086732,1014,1043,0141,141
1041,16469014.413402,16383.464425581,1259,603,1003,1003
1042,16454921.776369,16375.49253657,1135,494,0383,383
1043,16469006.78056,16383.462177813,1260,550,1002,1002
1044,16445564.403205,16370.190768915,1015,987,0140,140
1045,16454899.31442,16375.48047946,1136,444,0382,382
1046,16445565.135352,16370.190641446,1016,929,0139,139
1047,16469006.131402,16383.462511986,1261,500,1001,1001
1048,16445579.21842,16370.198007261,1017,871,0138,138
1049,16454907.44301,16375.485930985,1137,395,0381,381
1050,16468986.447557,16383.452362915,1262,450,1000,1000
1051,16454898.198228,16375.481180423,1138,346,0462,462
1052,16445570.878659,16370.19478373,1018,814,0137,137
1053,16468991.549654,16383.455816357,1263,401,0999,999
1054,16468987.449162,16383.45395115,1264,352,0998,998
1055,16445547.017093,16370.182399515,1019,757,0136,136
1056,16454898.132787,16375.481847601,1139,298,0551,551
1057,16445573.745196,16370.19731429,1020,702,0135,135
1058,16468973.154996,16383.447553286,1265,304,0997,997
1059,16454888.295839,16375.47696095,1140,250,0648,648
1060,16445549.368046,16370.184822508,1021,647,0134,134
1061,16468970.69886,16383.446807416,1266,256,0996,996
1062,16445546.296833,16370.18423,1022,593,0133,133
1063,16454891.387132,16375.478933114,1141,207,0753,753
1064,16468969.795074,16383.446554169,1267,213,0995,995
1065,16457237.80945,16376.808361815,1142,1461,0485,485
1066,16445540.684496,16370.180904404,1023,540,0182,182
1067,16457239.078786,16376.808128027,1143,1423,0484,484
1068,16471415.9492,16384.820343848,1268,940,1140,1140
1069,16445541.078287,16370.182210571,1024,490,0239,239
1070,16471400.329711,16384.810955852,1269,882,1139,1139
1071,16457258.967545,16376.817393855,1144,1385,0483,483
1072,16445520.389301,16370.171175252,1025,440,0304,304
1073,16445539.899007,16370.182717934,1026,391,0377,377
1074,16471395.945631,16384.809687197,1270,825,1138,1138
1075,16457262.177701,16376.818383721,1145,1342,0482,482
1076,16445517.744446,16370.17192052,1027,342,0458,458
1077,16457248.925086,16376.81093454,1146,1297,0481,481
1078,16471372.780078,16384.797107848,1271,768,1137,1137
1079,16445504.110818,16370.164634681,1028,294,0547,547
1080,16471382.958011,16384.802956789,1272,713,1136,1136
1081,16457272.185044,16376.823088689,1147,1251,0480,480
1082,16445517.664674,16370.172903852,1029,246,0644,644
1083,16457279.010377,16376.825884035,1148,1205,0479,479
1084,16471373.976675,16384.799739417,1273,658,1135,1135
1085,16445496.982717,16370.161763271,1030,203,0749,749
1086,16457265.400813,16376.818029058,1149,1153,0478,478
1087,16471358.530004,16384.79188487,1274,604,1134,1134
1088,16457297.841272,16376.833882871,1150,1101,0477,477
1089,16445500.817553,16370.164134083,1031,167,0862,862
1090,16457299.397279,16376.833457466,1151,1048,0476,476
1091,16447810.939274,16371.475264763,1032,1541,0792,792
1092,16471366.951776,16384.796512719,1275,551,1133,1133
1093,16447822.238786,16371.481219194,1033,1518,0683,683
1094,16471356.885447,16384.791873791,1276,501,1132,1132
1095,16457311.051682,16376.840534689,1152,992,0475,475
1096,16447836.660052,16371.487648701,1034,1490,0582,582
1097,16471348.332577,16384.78767381,1277,451,1131,1131
1098,16457304.873862,16376.836199879,1153,934,0474,474
1099,16471335.533242,16384.782250263,1278,402,1130,1130
1100,16457298.282245,16376.831880754,1154,876,0473,473
1101,16447849.082063,16371.492886271,1035,1457,0489,489
1102,16447837.625572,16371.486712937,1036,1419,0404,404
1103,16471328.278616,16384.779266568,1279,353,1129,1129
1104,16447846.80331,16371.491119026,1037,1381,0327,327
1105,16471330.49788,16384.780913483,1280,305,1128,1128
1106,16457295.603616,16376.830659433,1155,819,0472,472
1107,16457302.772361,16376.834895368,1156,762,0471,471
1108,16447867.993453,16371.501298357,1038,1338,0258,258
1109,16471314.674882,16384.77323908,1281,257,1127,1127
1110,16447861.914711,16371.496714644,1039,1293,0197,197
1111,16457284.565135,16376.825971142,1157,707,0470,470
1112,16457279.831776,16376.824552227,1158,652,0469,469
1113,16473751.731287,16386.142171633,1282,826,1277,1277
1114,16447887.542925,16371.509896737,1040,1247,0196,196
1115,16457276.498518,16376.823815887,1159,598,0468,468
1116,16447879.769023,16371.505670517,1041,1201,0195,195
1117,16473723.737065,16386.127491846,1283,769,1276,1276
1118,16457268.98522,16376.819469279,1160,545,0467,467
1119,16447882.284634,16371.506946861,1042,1149,0194,194
1120,16447887.302581,16371.508598056,1043,1097,0193,193
1121,16457266.595654,16376.818825527,1161,495,0466,466
1122,16473720.193837,16386.126517209,1284,714,1275,1275
1123,16473726.178468,16386.129927713,1285,659,1274,1274
1124,16447906.958306,16371.518379921,1044,1044,0192,192
1125,16457245.550077,16376.80881802,1162,445,0465,465
1126,16457262.806463,16376.818220276,1163,396,0464,464
1127,16447911.594628,16371.519307271,1045,988,0191,191
1128,16473713.85223,16386.124171078,1286,605,1273,1273
1129,16457240.975318,16376.806355286,1164,347,0463,463
1130,16447914.336159,16371.520051111,1046,930,0190,190
1131,16473700.80686,16386.117875618,1287,552,1272,1272
1132,16457246.432058,16376.811069014,1165,299,0552,552
1133,16447924.772652,16371.526289772,1047,872,0189,189
1134,16473707.605427,16386.122402792,1288,502,1271,1271
1135,16457237.000708,16376.806368345,1166,251,0649,649
1136,16447907.389288,16371.517019476,1048,815,0188,188
1137,16457227.644624,16376.801319631,1167,208,0754,754
1138,16447909.360435,16371.51863208,1049,758,0187,187
1139,16473690.030754,16386.113132165,1289,452,1270,1270
1140,16447910.536705,16371.52062586,1050,703,0186,186
1141,16459589.537439,16378.138102116,1168,1386,0574,574
1142,16447895.747288,16371.513208066,1051,648,0185,185
1143,16459605.737195,16378.146116279,1169,1343,0573,573
1144,16473703.211208,16386.120538123,1290,403,1269,1269
1145,16473688.242735,16386.112580061,1291,354,1268,1268
1146,16459610.026095,16378.146446755,1170,1298,0572,572
1147,16447883.963279,16371.507446344,1052,594,0184,184
1148,16473685.188034,16386.112181041,1292,306,1267,1267
1149,16447885.456379,16371.509095875,1053,541,0183,183
1150,16459621.495209,16378.151629834,1171,1252,0571,571
1151,16459637.649358,16378.160316556,1172,1206,0570,570
1152,16447891.985544,16371.512546502,1054,491,0240,240
1153,16473674.204463,16386.106599475,1293,258,1266,1266
1154,16459624.312714,16378.151646002,1173,1154,0569,569
1155,16447863.872491,16371.497609532,1055,441,0305,305
1156,16476048.784407,16387.448029101,1294,715,1422,1422
1157,16447881.335003,16371.508033026,1056,392,0378,378
1158,16459640.539602,16378.16052794,1174,1102,0568,568
1159,16447869.476373,16371.502117369,1057,343,0459,459
1160,16459647.011773,16378.162918287,1175,1049,0567,567
1161,16476042.432216,16387.444464301,1295,660,1421,1421
1162,16459668.904684,16378.172968445,1176,993,0566,566
1163,16447846.376881,16371.491019892,1058,295,0548,548
1164,16476039.4333,16387.443632699,1296,606,1420,1420
1165,16459665.61139,16378.170582155,1177,935,0565,565
1166,16476020.71108,16387.434216888,1297,553,1419,1419
1167,16447856.737664,16371.49719799,1059,247,0645,645
1168,16459657.05183,16378.166111076,1178,877,0564,564
1169,16476029.778698,16387.440406422,1298,503,1418,1418
1170,16447845.286683,16371.490986859,1060,204,0750,750
1171,16476010.748392,16387.430305816,1299,453,1417,1417
1172,16459640.543591,16378.157968195,1179,820,0563,563
1173,16450161.695859,16372.806455699,1061,1519,0682,682
1174,16459640.454928,16378.159331914,1180,763,0562,562
1175,16476016.014146,16387.433808744,1300,404,1416,1416
1176,16459633.277662,16378.155380294,1181,708,0561,561
1177,16450174.664074,16372.812303788,1062,1491,0581,581
1178,16475997.136927,16387.424876032,1301,355,1415,1415
1179,16459618.486926,16378.147963998,1182,653,0560,560
1180,16450188.604803,16372.818623842,1063,1458,0488,488
1181,16475993.883228,16387.423454341,1302,307,1414,1414
1182,16459627.146635,16378.154054393,1183,599,0559,559
1183,16475992.051286,16387.422756723,1303,259,1413,1413
1184,16450180.677706,16372.813475609,1064,1420,0403,403
1185,16459613.21956,16378.146975387,1184,546,0558,558
1186,16459605.246818,16378.142237255,1185,496,0557,557
1187,16478248.682113,16388.712460083,1304,771,1578,1578
1188,16459615.729057,16378.148175878,1186,446,0556,556
1189,16450192.004853,16372.818853733,1065,1382,0326,326
1190,16478251.85046,16388.715325767,1305,716,1577,1577
1191,16459606.474586,16378.144748219,1187,397,0555,555
1192,16450212.977916,16372.829623696,1066,1339,0257,257
1193,16459587.313385,16378.134740985,1188,348,0554,554
1194,16450206.836684,16372.825255679,1067,1294,0256,256
1195,16459589.530643,16378.1363846,1189,300,0553,553
1196,16478225.476084,16388.702684597,1306,661,1576,1576
1197,16478232.286869,16388.707501968,1307,607,1575,1575
1198,16450215.934968,16372.829414971,1068,1248,0255,255
1199,16459587.98107,16378.136752916,1190,252,0650,650
1200,16478212.183702,16388.697009486,1308,554,1574,1574
1201,16459570.647962,16378.128498551,1191,209,0755,755
1202,16450226.585104,16372.834051756,1069,1202,0254,254
1203,16478214.926588,16388.699292993,1309,504,1573,1573
1204,16461957.683199,16379.476176171,1192,1299,0671,671
1205,16450249.02635,16372.845588479,1070,1150,0253,253
1206,16478202.091934,16388.693044766,1310,454,1572,1572
1207,16461957.836737,16379.47530655,1193,1253,0670,670
1208,16478184.854666,16388.685192561,1311,405,1571,1571
1209,16450236.58305,16372.837346487,1071,1098,0252,252
1210,16461987.389283,16379.489989009,1194,1207,0669,669
1211,16478185.654656,16388.686162323,1312,356,1570,1570
1212,16461976.147452,16379.483159499,1195,1155,0668,668
1213,16450249.13314,16372.84404956,1072,1045,0251,251
1214,16478174.643265,16388.680695878,1313,308,1569,1569
1215,16461994.435396,16379.491987682,1196,1103,0667,667
1216,16450257.532944,16372.848051545,1073,989,0250,250
1217,16462006.521463,16379.497506906,1197,1050,0666,666
1218,16478170.212347,16388.679813994,1314,260,1568,1568
1219,16450267.00924,16372.851664142,1074,931,0249,249
1220,16462008.985016,16379.498482246,1198,994,0665,665
1221,16480619.479823,16390.052609709,1315,829,1742,1742
1222,16480613.950294,16390.050691502,1316,772,1741,1741
1223,16462010.69576,16379.497991829,1199,936,0664,664
1224,16480607.43841,16390.04843721,1317,717,1740,1740
1225,16450266.013818,16372.851751196,1075,873,0248,248
1226,16462007.472563,16379.496494597,1200,878,0663,663
1227,16450254.569103,16372.845555672,1076,816,0247,247
1228,16480595.022381,16390.041794967,1318,662,1739,1739
1229,16461979.568405,16379.482253866,1201,821,0662,662
1230,16480607.203828,16390.049882995,1319,608,1738,1738
1231,16461990.778645,16379.488740972,1202,764,0661,661
1232,16450260.378085,16372.849015877,1077,759,0246,246
1233,16461975.017633,16379.48084084,1203,709,0660,660
1234,16480580.131392,16390.035440505,1320,555,1737,1737
1235,16450253.296574,16372.846037186,1078,704,0245,245
1236,16480577.393676,16390.034652668,1321,505,1736,1736
1237,16461964.710062,16379.476300326,1204,654,0659,659
1238,16480568.101722,16390.031331416,1322,455,1735,1735
1239,16461975.981368,16379.482585717,1205,600,0658,658
1240,16450254.395907,16372.846665323,1079,649,0244,244
1241,16480559.876537,16390.027621732,1323,406,1734,1734
1242,16461975.860888,16379.482383876,1206,547,0657,657
1243,16450248.780435,16372.844707341,1080,595,0243,243
1244,16461951.134545,16379.4704302,1207,497,0656,656
1245,16480553.374845,16390.024497826,1324,357,1733,1733
1246,16461944.789766,16379.468420432,1208,447,0655,655
1247,16480536.894764,16390.016892468,1325,309,1732,1732
1248,16450234.090434,16372.837529356,1081,542,0242,242
1249,16461950.04185,16379.470992003,1209,398,0654,654
1250,16450227.733078,16372.834933969,1082,492,0241,241
1251,16480530.829808,16390.015081223,1326,261,1731,1731
1252,16461945.153943,16379.469030515,1210,349,0653,653
1253,16482990.624312,16391.39386374,1327,830,1913,1913
1254,16461927.817893,16379.459654932,1211,301,0652,652
1255,16450208.293723,16372.825851756,1083,442,0306,306
1256,16482972.187582,16391.38492457,1328,773,1912,1912
1257,16482970.484865,16391.385017716,1329,718,1911,1911
1258,16461940.223155,16379.466951767,1212,253,0651,651
1259,16450213.645216,16372.829444149,1084,393,0379,379
1260,16461935.656474,16379.465857706,1213,210,0756,756
1261,16450215.010731,16372.829432235,1085,344,0460,460
1262,16482956.549692,16391.378178878,1330,663,1910,1910
1263,16464331.859985,16380.81739787,1214,1208,0776,776
1264,16482952.6266,16391.377194653,1331,609,1909,1909
1265,16450208.543405,16372.826193823,1086,296,0549,549
1266,16464330.790485,16380.815644729,1215,1156,0775,775
1267,16482939.485689,16391.370896919,1332,556,1908,1908
1268,16464341.980506,16380.820736607,1216,1104,0774,774
1269,16450204.526091,16372.825489825,1087,248,0646,646
1270,16482923.505378,16391.363917676,1333,506,1907,1907
1271,16464353.398792,16380.826864022,1217,1051,0773,773
1272,16482926.894725,16391.366548307,1334,456,1906,1906
1273,16450189.09755,16372.818257345,1088,205,0751,751
1274,16464342.334753,16380.820150745,1218,995,0772,772
1275,16482915.810106,16391.360886556,1335,407,1905,1905
1276,16464353.731237,16380.824785915,1219,937,0771,771
1277,16482909.177659,16391.357952234,1336,358,1904,1904
1278,16452524.115072,16374.140903162,1089,1492,0580,580
1279,16464360.165299,16380.827852812,1220,879,0770,770
1280,16482906.982846,16391.357181261,1337,310,1903,1903
1281,16464335.82423,16380.814687453,1221,822,0769,769
1282,16452533.222408,16374.146084067,1090,1459,0487,487
1283,16464334.533504,16380.815076997,1222,765,0768,768
1284,16482894.271268,16391.351325363,1338,262,1902,1902
1285,16464327.01715,16380.811902948,1223,710,0767,767
1286,16482886.558676,16391.348848087,1339,215,1901,1901
1287,16452539.770373,16374.147906907,1091,1421,0402,402
1288,16464322.642195,16380.809462193,1224,655,0766,766
1289,16485340.795918,16392.724381372,1340,774,2091,2091
1290,16464317.908688,16380.807654905,1225,601,0765,765
1291,16452552.263781,16374.153283787,1092,1383,0325,325
1292,16485327.771832,16392.718128666,1341,719,2090,2090
1293,16464303.110246,16380.80160105,1226,548,0764,764
1294,16452572.764877,16374.164326036,1093,1340,0324,324
1295,16485317.500909,16392.714560811,1342,664,2089,2089
1296,16464307.021634,16380.803886867,1227,498,0763,763
1297,16485301.697654,16392.706556268,1343,610,2088,2088
1298,16464300.231043,16380.79978105,1228,448,0762,762
1299,16452548.891753,16374.150878914,1094,1295,0323,323
1300,16485304.636319,16392.709085323,1344,557,2087,2087
1301,16464293.256765,16380.79733076,1229,399,0761,761
1302,16485303.187151,16392.708106202,1345,507,2086,2086
1303,16464289.153185,16380.795462605,1230,350,0760,760
1304,16452569.280126,16374.162061859,1095,1249,0322,322
1305,16485298.718259,16392.706881931,1346,457,2085,2085
1306,16464278.54704,16380.790179588,1231,302,0759,759
1307,16485276.417402,16392.696152337,1347,408,2084,2084
1308,16464284.398609,16380.79417588,1232,254,0758,758
1309,16452574.213031,16374.162592713,1096,1203,0321,321
1310,16485259.740337,16392.688195526,1348,359,2083,2083
1311,16464277.883421,16380.791035924,1233,211,0757,757
1312,16485268.03344,16392.693610554,1349,311,2082,2082
1313,16452592.986208,16374.172023326,1097,1151,0320,320
1314,16466693.680227,16382.152196695,1234,1105,0889,889
1315,16487707.145367,16394.06286288,1350,775,2278,2278
1316,16466709.477207,16382.159504847,1235,1052,0888,888
1317,16452586.14139,16374.167886071,1098,1099,0319,319
1318,16487691.484344,16394.055436915,1351,720,2277,2277
1319,16466698.58434,16382.151662917,1236,996,0887,887
1320,16466719.59582,16382.163064769,1237,938,0886,886
1321,16487686.840714,16394.052894114,1352,665,2276,2276
1322,16452593.271086,16374.170329519,1099,1046,0318,318
1323,16466708.297248,16382.156084315,1238,880,0885,885
1324,16487683.113264,16394.051716523,1353,611,2275,2275
1325,16466681.312752,16382.141996874,1239,823,0884,884
1326,16452620.782672,16374.184484065,1100,990,0317,317
1327,16487669.977032,16394.046395216,1354,558,2274,2274
1328,16466688.504031,16382.146535804,1240,766,0883,883
1329,16466687.631991,16382.146434569,1241,711,0882,882
1330,16487652.618491,16394.038586934,1355,508,2273,2273
1331,16452611.463233,16374.179022763,1101,932,0316,316
1332,16466667.030113,16382.137020552,1242,656,0881,881
1333,16487654.973915,16394.040290394,1356,458,2272,2272
1334,16452607.431645,16374.177060322,1102,874,0315,315
1335,16487649.11169,16394.036628283,1357,409,2271,2271
1336,16452603.571081,16374.175116054,1103,817,0314,314
1337,16466656.811177,16382.132139017,1243,602,0880,880
1338,16490050.065272,16395.39025244,1358,666,2471,2471
1339,16452601.897274,16374.175301887,1104,760,0313,313
1340,16490031.71803,16395.381125598,1359,0,,0
1341,16452587.230016,16374.168374363,1105,705,0312,312
1342,16490038.338432,16395.385705201,1360,559,2469,2469
1343,16452577.242193,16374.163980172,1106,650,0311,311
1344,16490018.844948,16395.375801629,1361,509,2468,2468
1345,16452596.042412,16374.174214042,1107,596,0310,310
1346,16452574.701385,16374.162013205,1108,543,0309,309
1347,16490025.539588,16395.38057668,1362,459,2467,2467
1348,16452576.913203,16374.164295282,1109,493,0308,308
1349,16452575.594044,16374.163258214,1110,443,0307,307
1350,16452566.342329,16374.15982889,1111,394,0380,380
1351,16452550.423079,16374.152889699,1112,345,0461,461
1352,16452547.246962,16374.151509402,1113,297,0550,550
1353,16452533.170423,16374.144807989,1114,249,0647,647
1354,16452540.602142,16374.149572367,1115,206,0752,752
1355,16454892.346386,16375.479818789,1116,1460,0486,486
1356,16454896.746234,16375.481639275,1117,1422,0401,401
1357,16454887.970914,16375.476910751,1118,1384,0400,400
1358,16454912.737562,16375.489787557,1119,1341,0399,399
1359,16454903.460131,16375.482392856,1120,1296,0398,398
1360,16454937.341175,16375.500545471,1121,1250,0397,397
1361,16454924.887221,16375.49339782,1122,1204,0396,396
1,16398675.984208,16343.656898155,302,626,0832,832
2,16398670.740019,16343.653241496,303,572,0833,833
3,16398695.408733,16343.666112892,304,519,0834,834
4,16398677.543418,16343.656694598,305,469,0835,835
5,16398682.213315,16343.658973352,306,419,0836,836
6,16398689.624886,16343.662761164,307,370,0837,837
7,16398687.483645,16343.662012024,308,321,0838,838
8,16398691.437751,16343.66398512,309,273,0839,839
9,16398695.124299,16343.665422527,310,225,0840,840
10,16398686.342895,16343.660650185,311,182,0841,841
11,16435960.758391,16364.764884377,902,131,0979,979
12,16435964.937547,16364.768504563,903,101,1108,1108
13,16400959.680534,16344.935367539,312,1521,0812,812
14,16400942.721179,16344.927281464,313,1498,0703,703
15,16438427.488087,16366.162711126,904,1514,0687,687
16,16400925.146725,16344.917838157,314,1470,0704,704
17,16435950.806736,16364.760754544,905,72,1245,1245
18,16400942.546496,16344.928057762,315,1437,0705,705
19,16400915.789476,16344.915090523,316,1399,0706,706
20,16438444.136627,16366.170393708,906,1486,0586,586
21,16400900.44449,16344.907568493,317,1361,0707,707
22,16438447.072208,16366.171467835,907,1453,0493,493
23,16400912.16529,16344.914353898,318,1318,0708,708
24,16438455.661291,16366.17562334,908,1415,0408,408
25,16400893.743338,16344.905244577,319,1273,0709,709
26,16438464.130096,16366.17878627,909,1377,0331,331
27,16400892.256163,16344.905312347,320,1227,0710,710
28,16438472.684965,16366.182806334,910,1334,0262,262
29,16400876.204667,16344.897102594,321,1179,0711,711
30,16400889.523307,16344.905365548,322,1128,0712,712
31,16438478.118196,16366.185573646,911,1289,0201,201
32,16438484.368441,16366.18784244,912,1243,0148,148
33,16400860.438902,16344.890537826,323,1076,0713,713
34,16400854.006996,16344.88879362,324,1023,0714,714
35,16438493.181822,16366.191454554,913,1197,0103,103
36,16438502.352649,16366.195811449,914,1145,0066,66
37,16400851.007526,16344.887946601,325,968,0715,715
38,16400838.755831,16344.881482058,326,910,0716,716
39,16438491.713457,16366.18983359,915,1093,0037,37
40,16438513.22366,16366.20130359,916,1040,0036,36
41,16401017.172552,16344.982259962,327,852,0717,717
42,16401009.884391,16344.977402796,328,795,0718,718
43,16438501.579356,16366.193416593,917,984,0035,35
44,16401019.646628,16344.983073826,329,738,0719,719
45,16401017.976757,16344.982202502,330,683,0720,720
46,16438542.006603,16366.213898432,918,926,0034,34
47,16438554.015753,16366.219775671,919,868,0033,33
48,16401016.272555,16344.980260453,331,628,0721,721
49,16401015.603027,16344.980700076,332,574,0722,722
50,16438544.079428,16366.216602724,920,811,0032,32
51,16438532.019477,16366.211190029,921,754,0031,31
52,16401013.740798,16344.98069612,333,521,0723,723
53,16438521.710043,16366.205135936,922,699,0056,56
54,16401014.45721,16344.980250227,334,471,0724,724
55,16401018.560711,16344.981361157,335,421,0725,725
56,16438542.371842,16366.216834144,923,644,0089,89
57,16438510.835604,16366.200195801,924,590,0130,130
58,16401031.087556,16344.988028357,336,372,0726,726
59,16438508.441818,16366.200867808,925,537,0179,179
60,16401025.624267,16344.985375413,337,323,0727,727
61,16401021.490716,16344.983395648,338,275,0728,728
62,16438500.742965,16366.197246024,926,487,0236,236
63,16438506.526936,16366.200206107,927,437,0301,301
64,16401019.576459,16344.981949118,339,227,0729,729
65,16401029.741881,16344.986990014,340,183,0730,730
66,16438498.978049,16366.196822902,928,388,0374,374
67,16438483.715483,16366.189928348,929,339,0455,455
68,16403438.865888,16346.33845042,341,1543,0928,928
69,16438479.065198,16366.18766312,930,291,0544,544
70,16403303.50491,16346.262600868,342,1522,0811,811
71,16438486.320188,16366.192072487,931,243,0641,641
72,16403295.423117,16346.259766716,343,1499,0702,702
73,16440847.996869,16367.536144015,932,1577,1037,1037
74,16403276.169224,16346.250324873,344,1471,0601,601
75,16438462.125994,16366.179906504,933,200,0746,746
76,16403275.994332,16346.25060205,345,1438,0602,602
77,16440846.960037,16367.53407474,934,1559,0912,912
78,16403271.873171,16346.248549619,346,1400,0603,603
79,16438464.101398,16366.181480479,935,164,0859,859
80,16403258.136803,16346.242917425,347,1362,0604,604
81,16440782.37192,16367.496039273,936,1538,0795,795
82,16403252.437123,16346.24078837,348,1319,0605,605
83,16438311.095286,16366.095177889,937,132,0980,980
84,16403248.207441,16346.238488969,349,1274,0606,606
